hotel_id,hotel_name,area,platform,direct_url,status,checked_at,note,discovery_method,confidence_score,detected_hotel_name
BOD060,Club Shark Hotel,Gümbet,google_travel,https://www.google.com/travel/hotels/entity/ChgImcHF4_qzsKm5ARoLL2cvMXRkamxta2sQAQ?q=Club%20Shark%20Hotel%20G%C3%BCmbet%20Bodrum&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ&ved=2ahUKEwih6eCqmb6WAxXBaEECHSFvFZkQvukIegQIAxAC,verified_direct,2026-08-26T11:33:07Z,"detected='Club Shark Hotel' vs expected='Club Shark Hotel' (card near-text was 'Club Shark Hotel otelini yeni sekmede aç', 37 candidates on page) -> score=95",,95,Club Shark Hotel
BOD061,Gümbet Anıl Beach,Gümbet,google_travel,https://www.google.com/travel/hotels/entity/ChgI-8jIhJzX8relARoLL2cvMXRmZjBiXzYQAQ?q=G%C3%BCmbet%20An%C4%B1l%20Beach%20G%C3%BCmbet%20Bodrum&ved=2ahUKEwjnj7uxmb6WAxVEi3wGHT5JC3YQvukIegQIAxAC&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgIKAA,verified_direct,2026-08-26T11:33:21Z,"detected='Gümbet Anıl Beach' vs expected='Gümbet Anıl Beach' (card near-text was 'Gümbet Anıl Beach otelini yeni sekmede aç', 37 candidates on page) -> score=95",,95,Gümbet Anıl Beach
BOD062,"Gümbet Cove Hotel, Muğla Türkiye",Gümbet,google_travel,,review_required,2026-08-26T11:33:35Z,"detected='Gümbet Cove Hotel, Muğla Türkiye · 171 sonuç' vs expected='Gümbet Cove Hotel, Muğla Türkiye' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=83",,83,"Gümbet Cove Hotel, Muğla Türkiye · 171 sonuç"
BOD063,Jasmin Beach Hotel,Gümbet,google_travel,https://www.google.com/travel/hotels/entity/ChgIm7Skp6jayo0JGgwvZy8xaGRfZDR0MTkQAQ?q=Jasmin%20Beach%20Hotel%20G%C3%BCmbet%20Bodrum&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ&ved=2ahUKEwjUhqm_mb6WAxVRe0ECHVDNCIwQvukIegQIAxAC,verified_direct,2026-08-26T11:33:50Z,"detected='Jasmin Beach Hotel' vs expected='Jasmin Beach Hotel' (card near-text was 'Jasmin Beach Hotel otelini yeni sekmede aç', 37 candidates on page) -> score=95",,95,Jasmin Beach Hotel
BOD064,Jasmin Elite Residence & Spa,Gümbet,google_travel,https://www.google.com/travel/hotels/entity/ChgIgZSIp_O8x3MaDS9nLzExZnh3c3pqeDAQAQ?q=Jasmin%20Elite%20Residence%20%26%20Spa%20G%C3%BCmbet%20Bodrum&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ&ved=2ahUKEwj5kpLGmb6WAxVkZUECHQD6KnsQvukIegQIAxAC,verified_direct,2026-08-26T11:34:05Z,"detected='Jasmin Elite Residence & Spa' vs expected='Jasmin Elite Residence & Spa' (card near-text was 'Jasmin Elite Residence & Spa otelini yeni sekmede aç', 37 candidates on page) -> score=95",,95,Jasmin Elite Residence & Spa
BOD065,Mirada Exclusive Bodrum,Gümbet,google_travel,https://www.google.com/travel/hotels/entity/ChoIsqH9xsjG_r-rARoNL2cvMTFzbXQ1YjNqNxAB,verified_direct,2026-08-26,carried over from v1 (already live-verified in phase 1/2),phase1_2_manual_or_prior,100,
BOD066,Royal Asarlik Beach Hotel & Spa,Gümbet,google_travel,https://www.google.com/travel/hotels/entity/ChkI_76qtKi0wuyrARoML2cvMTJtOTFzNDl6EAE,verified_direct,2026-08-26,carried over from v1 (already live-verified in phase 1/2),phase1_2_manual_or_prior,100,
BOD067,Sami Beach Hotel,Gümbet,google_travel,https://www.google.com/travel/hotels/entity/ChkIx5-i2Nn1nZSQARoML2cvMTEzZHFwbTdwEAE?q=Sami%20Beach%20Hotel%20G%C3%BCmbet%20Bodrum&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgIKAA&ved=2ahUKEwjkiN_Mmb6WAxXBaEECHSFvFZkQvukIegQIAxAC,verified_direct,2026-08-26T11:34:19Z,"detected='Sami Beach Hotel' vs expected='Sami Beach Hotel' (card near-text was 'Sami Beach Hotel otelini yeni sekmede aç', 37 candidates on page) -> score=95",,95,Sami Beach Hotel
BOD068,Selectum Colours Bodrum,Gümbet,google_travel,https://www.google.com/travel/hotels/entity/ChkIiavW48r20LIjGg0vZy8xMWZuNjFqcXI4EAE?q=Selectum%20Colours%20Bodrum%20G%C3%BCmbet%20Bodrum&ved=2ahUKEwjvuN3Tmb6WAxVEi3wGHT5JC3YQvukIegQIAxAC&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ,verified_direct,2026-08-26T11:34:33Z,"detected='Selectum Colours Bodrum' vs expected='Selectum Colours Bodrum' (card near-text was 'Selectum Colours Bodrum otelini yeni sekmede aç', 37 candidates on page) -> score=95",,95,Selectum Colours Bodrum
BOD069,Siesta Beach Apart,Gümbet,google_travel,,review_required,2026-08-26T11:34:47Z,"detected='Siesta Beach Apart · 199 sonuç' vs expected='Siesta Beach Apart' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=75",,75,Siesta Beach Apart · 199 sonuç
BOD070,The Luvi Hotel,Gümbet,google_travel,https://www.google.com/travel/hotels/entity/ChgI0OmIl_qunPTFARoLL2cvMXRzeXh2eWMQAQ,verified_direct,2026-08-26,carried over from v1 (already live-verified in phase 1/2),phase1_2_manual_or_prior,100,
BOD071,Tropicana Beach Hotel,Gümbet,google_travel,https://www.google.com/travel/hotels/entity/ChgIt8eM1NGWrOeJARoLL2cvMXRkcmhrdGsQAQ?q=Tropicana%20Beach%20Hotel%20G%C3%BCmbet%20Bodrum&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ&ved=2ahUKEwizr9_jmb6WAxVoh3wGHUiKCLMQvukIegQIAxAC,verified_direct,2026-08-26T11:35:07Z,"detected='Tropicana Beach Hotel' vs expected='Tropicana Beach Hotel' (card near-text was 'Tropicana Beach Hotel otelini yeni sekmede aç', 37 candidates on page) -> score=95",,95,Tropicana Beach Hotel
BOD072,VERY CHIC BODRUM,Gümbet,google_travel,,review_required,2026-08-26T11:35:21Z,"detected='Very Chıc Bodrum · 146 sonuç' vs expected='VERY CHIC BODRUM' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=74",,74,Very Chıc Bodrum · 146 sonuç
BOD073,Arriba Apartment & Restaurant & Bungalows,Gümüşlük,google_travel,https://www.google.com/travel/hotels/entity/ChkItPHf3uPq-rBzGg0vZy8xMWI2ZHFiNmw5EAE?q=Arriba%20Apartment%20%26%20Restaurant%20%26%20Bungalows%20G%C3%BCm%C3%BC%C5%9Fl%C3%BCk%20Bodrum&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ&ved=2ahUKEwiDiJ_ymb6WAxUAWEECHaQdIG8QvukIegQIAxAC,verified_direct,2026-08-26T11:35:37Z,"detected='Arriba Apartment & Restaurant & Bungalows' vs expected='Arriba Apartment & Restaurant & Bungalows' (card near-text was 'Arriba Apartment & Restaurant & Bungalows otelini yeni sekme', 37 candidates on page) -> score=95",,95,Arriba Apartment & Restaurant & Bungalows
BOD074,Begonvil Gümüşlük,Gümüşlük,google_travel,https://www.google.com/travel/hotels/entity/ChoIy9G07sGTgtCOARoNL2cvMTF2NDhubGtkORAB?q=Begonvil%20G%C3%BCm%C3%BC%C5%9Fl%C3%BCk%20G%C3%BCm%C3%BC%C5%9Fl%C3%BCk%20Bodrum&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ&ved=2ahUKEwi_uPL6mb6WAxXEIQYAHYN4OBMQvukIegQIAxAC,verified_direct,2026-08-26T11:35:55Z,"detected='Begonvil Gümüşlük' vs expected='Begonvil Gümüşlük' (card near-text was 'Begonvil Gümüşlük otelini yeni sekmede aç', 37 candidates on page) -> score=95",,95,Begonvil Gümüşlük
BOD075,Benjamin Otel,Gümüşlük,google_travel,,review_required,2026-08-26T11:36:09Z,"detected='Benjamin Otel · 325 sonuç' vs expected='Benjamin Otel' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=70",,70,Benjamin Otel · 325 sonuç
BOD076,Gümüşlük No3,Gümüşlük,google_travel,,NOT_FOUND,2026-08-26T11:36:41Z,"detected='Gümüşlük No3 · 325 sonuç' vs expected='Gümüşlük No3' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=69",,69,Gümüşlük No3 · 325 sonuç
BOD077,Ladonia Hotels Zemda,Gümüşlük,google_travel,https://www.google.com/travel/hotels/entity/ChgI74a6--jat-CbARoLL2cvMXRkajFqa3EQAQ?q=Ladonia%20Hotels%20Zemda%20G%C3%BCm%C3%BC%C5%9Fl%C3%BCk%20Bodrum&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ&ved=2ahUKEwiI5bOXmr6WAxU2fUECHaUZLGAQvukIegQIAxAC,verified_direct,2026-08-26T11:36:55Z,"detected='Ladonia Hotels Zemda' vs expected='Ladonia Hotels Zemda' (card near-text was 'Ladonia Hotels Zemda otelini yeni sekmede aç', 37 candidates on page) -> score=95",,95,Ladonia Hotels Zemda
BOD078,Liman Hotel Gümüslük (Adult only),Gümüşlük,google_travel,,review_required,2026-08-26T11:37:09Z,"detected='Liman Hotel Gümüslük (Adult Only) · 325 sonuç' vs expected='Liman Hotel Gümüslük (Adult only)' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=83",,83,Liman Hotel Gümüslük (Adult Only) · 325 sonuç
BOD079,Metin's Gümüşlük - Hotel & Restaurant,Gümüşlük,google_travel,,review_required,2026-08-26T11:37:28Z,"detected='Metin's Gümüşlük - Hotel & Restaurant · 325 sonuç' vs expected='Metin's Gümüşlük - Hotel & Restaurant' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=83",,83,Metin's Gümüşlük - Hotel & Restaurant · 325 sonuç
BOD080,Myndos Oda & kahvalti,Gümüşlük,google_travel,https://www.google.com/travel/hotels/entity/ChgIqqvF8smdko4KGgwvZy8xaGY0bWRiel8QAQ?q=Myndos%20Oda%20%26%20kahvalti%20G%C3%BCm%C3%BC%C5%9Fl%C3%BCk%20Bodrum&ved=2ahUKEwjDypGumr6WAxWoAwYAHfHqA1MQvukIegQIAxAC&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ,verified_direct,2026-08-26T11:37:43Z,"detected='Myndos Oda & kahvalti' vs expected='Myndos Oda & kahvalti' (card near-text was 'Myndos Oda & kahvalti otelini yeni sekmede aç', 37 candidates on page) -> score=95",,95,Myndos Oda & kahvalti
BOD081,Oda Bodrum Gümüşlük,Gümüşlük,google_travel,,NOT_FOUND,2026-08-26T11:37:56Z,"detected='Gümüşlük · 325 sonuç' vs expected='Oda Bodrum Gümüşlük' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=44",,44,Gümüşlük · 325 sonuç
BOD082,Otel Gümüşlük,Gümüşlük,google_travel,,review_required,2026-08-26T11:38:10Z,"detected='Otel Gümüşlük · 325 sonuç' vs expected='Otel Gümüşlük' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=70",,70,Otel Gümüşlük · 325 sonuç
BOD083,Oza butik hotel,Gümüşlük,google_travel,,review_required,2026-08-26T11:38:24Z,"detected='Oza Butik Hotel · 325 sonuç' vs expected='Oza butik hotel' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=73",,73,Oza Butik Hotel · 325 sonuç
BOD084,Paradise Garden Apartments,Gümüşlük,google_travel,,review_required,2026-08-26T11:38:39Z,"detected='Paradise Garden Apartments Gümüşlük Bodrum' vs expected='Paradise Garden Apartments' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=74",,74,Paradise Garden Apartments Gümüşlük Bodrum
BOD085,Paradise Gümüşlük,Gümüşlük,google_travel,,NOT_FOUND,2026-08-26T11:39:09Z,"detected='Gümüşlük · 325 sonuç' vs expected='Paradise Gümüşlük' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=46",,46,Gümüşlük · 325 sonuç
BOD086,Vega Aparts,Gümüşlük,google_travel,https://www.google.com/travel/hotels/entity/ChkIzdWl4u2Z7eoMGg0vZy8xMWNzMDR3cXk0EAE?q=Vega%20Aparts%20G%C3%BCm%C3%BC%C5%9Fl%C3%BCk%20Bodrum&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ&ved=2ahUKEwia8IHemr6WAxUsdUECHfFDK1cQvukIegQIAxAC,verified_direct,2026-08-26T11:39:23Z,"detected='Vega Aparts' vs expected='Vega Aparts' (card near-text was 'Vega Aparts otelini yeni sekmede aç', 37 candidates on page) -> score=95",,95,Vega Aparts
BOD087,Wanderheaven Camping & Tiny House Bodrum,Gümüşlük,google_travel,https://www.google.com/travel/hotels/entity/ChkIvoT_1--qsqtmGg0vZy8xMWZ0MDN0NHdnEAE?q=Wanderheaven%20Camping%20%26%20Tiny%20House%20Bodrum%20G%C3%BCm%C3%BC%C5%9Fl%C3%BCk%20Bodrum&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ&ved=2ahUKEwj5gtjkmr6WAxUgQ0ECHbFvLoQQvukIegQIAxAC,verified_direct,2026-08-26T11:39:37Z,"detected='Wanderheaven Camping & Tiny House Bodrum' vs expected='Wanderheaven Camping & Tiny House Bodrum' (card near-text was 'Wanderheaven Camping & Tiny House Bodrum otelini yeni sekmed', 37 candidates on page) -> score=95",,95,Wanderheaven Camping & Tiny House Bodrum
BOD088,Baia Bodrum Hotel,Gündoğan,google_travel,https://www.google.com/travel/hotels/entity/ChgIj8jCtfnP6LOWARoLL2cvMXRkXzdjbjUQAQ?q=Baia%20Bodrum%20Hotel%20G%C3%BCndo%C4%9Fan%20Bodrum&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgIKAA&ved=2ahUKEwjxspHrmr6WAxU2TEECHQgYJoEQvukIegQIAxAC,verified_direct,2026-08-26T11:39:51Z,"detected='Baia Bodrum Hotel' vs expected='Baia Bodrum Hotel' (card near-text was 'Baia Bodrum Hotel otelini yeni sekmede aç', 37 candidates on page) -> score=95",,95,Baia Bodrum Hotel
BOD089,Cape Bodrum Luxury Hotel & Beach,Gündoğan,google_travel,https://www.google.com/travel/hotels/entity/ChkIndCDzp2Bh5EDGg0vZy8xMWMza2RmYjN2EAE?q=Cape%20Bodrum%20Luxury%20Hotel%20%26%20Beach%20G%C3%BCndo%C4%9Fan%20Bodrum&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ&ved=2ahUKEwjF0Nnxmr6WAxUQBwYAHYdwNFoQvukIegQIAxAC,verified_direct,2026-08-26T11:40:04Z,"detected='Cape Bodrum Luxury Hotel & Beach' vs expected='Cape Bodrum Luxury Hotel & Beach' (card near-text was 'Cape Bodrum Luxury Hotel & Beach otelini yeni sekmede aç', 37 candidates on page) -> score=95",,95,Cape Bodrum Luxury Hotel & Beach
BOD090,Costa Farilya Special Class Hotel Bodrum,Gündoğan,google_travel,https://www.google.com/travel/hotels/entity/ChcImKDItNyxy7N-GgsvZy8xdG1jdjlqdxAB?q=Costa%20Farilya%20Special%20Class%20Hotel%20Bodrum%20G%C3%BCndo%C4%9Fan%20Bodrum&ved=2ahUKEwi_0cv4mr6WAxUvOAYAHSL-BWYQvukIegQIAxAC&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ,verified_direct,2026-08-26T11:40:19Z,"detected='Costa Farilya Special Class Hotel Bodrum' vs expected='Costa Farilya Special Class Hotel Bodrum' (card near-text was 'Costa Farilya Special Class Hotel Bodrum otelini yeni sekmed', 37 candidates on page) -> score=95",,95,Costa Farilya Special Class Hotel Bodrum
BOD091,Gündoğan Suites,Gündoğan,google_travel,,review_required,2026-08-26T11:40:33Z,"detected='Gündoğan Suites · 297 sonuç' vs expected='Gündoğan Suites' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=73",,73,Gündoğan Suites · 297 sonuç
BOD092,Liona Hotel,Gündoğan,google_travel,,NOT_FOUND,2026-08-26T11:40:48Z,"detected='Liona Hotel · 330 sonuç' vs expected='Liona Hotel' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=67",,67,Liona Hotel · 330 sonuç
BOD093,Malta Bodrum Hotel,Gündoğan,google_travel,,review_required,2026-08-26T11:41:04Z,"detected='Malta Bodrum Hotel · 289 sonuç' vs expected='Malta Bodrum Hotel' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=75",,75,Malta Bodrum Hotel · 289 sonuç
BOD094,Marje Villas,Gündoğan,google_travel,,NOT_FOUND,2026-08-26T11:41:19Z,"detected='Marje Villas · 281 sonuç' vs expected='Marje Villas' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=69",,69,Marje Villas · 281 sonuç
BOD095,Mivara Luxury Bodrum,Gündoğan,google_travel,https://www.google.com/travel/hotels/entity/ChkIx9HcjJLU4qBeGg0vZy8xMWI2ZHA3ODluEAE?q=Mivara%20Luxury%20Bodrum%20G%C3%BCndo%C4%9Fan%20Bodrum&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ&ved=2ahUKEwjj9sCcm76WAxXSBwYAHbImEY8QvukIegQIAxAC,verified_direct,2026-08-26T11:41:34Z,"detected='Mivara Luxury Bodrum' vs expected='Mivara Luxury Bodrum' (card near-text was 'Mivara Luxury Bodrum otelini yeni sekmede aç', 37 candidates on page) -> score=95",,95,Mivara Luxury Bodrum
BOD096,Olira Boutique Hotel&SPA,Gündoğan,google_travel,https://www.google.com/travel/hotels/entity/ChcItYXzoL2fxOIXGgsvZy8xdGQ3d2N5NRAB?q=Olira%20Boutique%20Hotel%26SPA%20G%C3%BCndo%C4%9Fan%20Bodrum&ved=2ahUKEwjLtcKjm76WAxWqj3wGHX_GF08QvukIegQIAxAC&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ,verified_direct,2026-08-26T11:41:49Z,"detected='Olira Boutique Hotel&SPA' vs expected='Olira Boutique Hotel&SPA' (card near-text was 'Olira Boutique Hotel&SPA otelini yeni sekmede aç', 37 candidates on page) -> score=95",,95,Olira Boutique Hotel&SPA
BOD097,OLİVE TREE HOTEL,Gündoğan,google_travel,,review_required,2026-08-26T11:42:05Z,"detected='Olive Tree Hotel · 281 sonuç' vs expected='OLİVE TREE HOTEL' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=74",,74,Olive Tree Hotel · 281 sonuç
BOD098,Swissôtel Living Bodrum,Gündoğan,google_travel,https://www.google.com/travel/hotels/entity/ChkIlLOokvjigqA1Gg0vZy8xMXk1N2d3OTNfEAE?q=Swiss%C3%B4tel%20Living%20Bodrum%20G%C3%BCndo%C4%9Fan%20Bodrum&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ&ved=2ahUKEwibjaSym76WAxVWYEECHQU4LhQQvukIegQIAxAC,verified_direct,2026-08-26T11:42:20Z,"detected='Swissôtel Living Bodrum' vs expected='Swissôtel Living Bodrum' (card near-text was 'Swissôtel Living Bodrum otelini yeni sekmede aç', 37 candidates on page) -> score=95",,95,Swissôtel Living Bodrum
BOD099,Villa Oliva Butik Otel,Gündoğan,google_travel,https://www.google.com/travel/hotels/entity/ChkIkN7p8P39zesaGg0vZy8xMWY2NnRjNnRiEAE?q=Villa%20Oliva%20Butik%20Otel%20G%C3%BCndo%C4%9Fan%20Bodrum&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ&ved=2ahUKEwjr2Ii5m76WAxV8d0ECHWh-BvsQvukIegQIAxAC,verified_direct,2026-08-26T11:42:34Z,"detected='Villa Oliva Butik Otel' vs expected='Villa Oliva Butik Otel' (card near-text was 'Villa Oliva Butik Otel otelini yeni sekmede aç', 37 candidates on page) -> score=95",,95,Villa Oliva Butik Otel
BOD100,Villa Rustica Hotel,Gündoğan,google_travel,,review_required,2026-08-26T11:42:49Z,"detected='Villa Rustica Hotel · 289 sonuç' vs expected='Villa Rustica Hotel' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=76",,76,Villa Rustica Hotel · 289 sonuç
BOD101,Vita Bella Hotel Resort & Spa,Gündoğan,google_travel,https://www.google.com/travel/hotels/entity/ChkIneO864rglboNGg0vZy8xMWg1MjFfOWsxEAE?q=Vita%20Bella%20Hotel%20Resort%20%26%20Spa%20G%C3%BCndo%C4%9Fan%20Bodrum&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ&ved=2ahUKEwjQoqnHm76WAxV3SEECHWX1CgYQvukIegQIAxAC,verified_direct,2026-08-26T11:43:04Z,"detected='Vita Bella Hotel Resort & Spa' vs expected='Vita Bella Hotel Resort & Spa' (card near-text was 'Vita Bella Hotel Resort & Spa otelini yeni sekmede aç', 25 candidates on page) -> score=95",,95,Vita Bella Hotel Resort & Spa
BOD102,Akyalı Butik Hotel,Güvercinlik,google_travel,https://www.google.com/travel/hotels/entity/ChgIlbPGuuqElZ8jGgwvZy8xaGMyeXdwZjEQAQ?q=Akyal%C4%B1%20Butik%20Hotel%20G%C3%BCvercinlik%20Bodrum&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ&ved=2ahUKEwjVz4LOm76WAxUgQ0ECHbFvLoQQvukIegQIAxAC,verified_direct,2026-08-26T11:43:18Z,"detected='Akyalı Butik Hotel' vs expected='Akyalı Butik Hotel' (card near-text was 'Akyalı Butik Hotel otelini yeni sekmede aç', 37 candidates on page) -> score=95",,95,Akyalı Butik Hotel
BOD103,Green Bay Resort & Spa Bodrum,Güvercinlik,google_travel,,review_required,2026-08-26T11:43:32Z,"detected='Green Bay Resort & Spa Bodrum · 435 sonuç' vs expected='Green Bay Resort & Spa Bodrum' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=81",,81,Green Bay Resort & Spa Bodrum · 435 sonuç
BOD104,Greenport Bodrum,Güvercinlik,google_travel,https://www.google.com/travel/hotels/entity/ChkI6YHBsbyHrLJCGg0vZy8xMWNqazJ2OW52EAE?q=Greenport%20Bodrum%20G%C3%BCvercinlik%20Bodrum&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ&ved=2ahUKEwjjraDcm76WAxUYQ0ECHbKvJJkQvukIegQIAxAC,verified_direct,2026-08-26T11:43:48Z,"detected='Greenport Bodrum' vs expected='Greenport Bodrum' (card near-text was 'Greenport Bodrum otelini yeni sekmede aç', 27 candidates on page) -> score=95",,95,Greenport Bodrum
BOD105,İsolina Hotel,Güvercinlik,google_travel,https://www.google.com/travel/hotels/entity/ChkI2rPL1dHo1Yw4Gg0vZy8xMXN2amYyaGJfEAE?q=%C4%B0solina%20Hotel%20G%C3%BCvercinlik%20Bodrum&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ&ved=2ahUKEwiytvjim76WAxVQlHwGHZXGNkcQvukIegQIAxAC,verified_direct,2026-08-26T11:44:02Z,"detected='İsolina Hotel' vs expected='İsolina Hotel' (card near-text was 'İsolina Hotel otelini yeni sekmede aç', 33 candidates on page) -> score=95",,95,İsolina Hotel
BOD106,La Blanche Island Bodrum,Güvercinlik,google_travel,https://www.google.com/travel/hotels/entity/ChkI4eCHteSeoocbGg0vZy8xMWI2ZDQwNTc3EAE?q=La%20Blanche%20Island%20Bodrum%20G%C3%BCvercinlik%20Bodrum&ved=2ahUKEwj3oo7qm76WAxVZBAYAHT2aPXsQvukIegQIAxAC&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ,verified_direct,2026-08-26T11:44:17Z,"detected='La Blanche Island Bodrum' vs expected='La Blanche Island Bodrum' (card near-text was 'La Blanche Island Bodrum otelini yeni sekmede aç', 37 candidates on page) -> score=95",,95,La Blanche Island Bodrum
BOD107,Le Méridien Bodrum Beach Resort,Güvercinlik,google_travel,https://www.google.com/travel/hotels/entity/ChkIjZOUgv6r2M5FGg0vZy8xMWo4dnJwcjAwEAE?q=Le%20M%C3%A9ridien%20Bodrum%20Beach%20Resort%20G%C3%BCvercinlik%20Bodrum&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ&ved=2ahUKEwje3sDwm76WAxW7OgYAHaBPIiwQvukIegQIAxAC,verified_direct,2026-08-26T11:44:30Z,"detected='Le Méridien Bodrum Beach Resort' vs expected='Le Méridien Bodrum Beach Resort' (card near-text was 'Le Méridien Bodrum Beach Resort otelini yeni sekmede aç', 37 candidates on page) -> score=95",,95,Le Méridien Bodrum Beach Resort
BOD108,Lujo Hotel Bodrum,Güvercinlik,google_travel,https://www.google.com/travel/hotels/entity/ChkIi8Wuu6C7wvESGg0vZy8xMWZ5NTU3MTB2EAE?q=Lujo%20Hotel%20Bodrum%20G%C3%BCvercinlik%20Bodrum&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgIKAA&ved=2ahUKEwiP4u-EnL6WAxUECAYAHZ-9D3cQvukIegQIAxAC,verified_direct,2026-08-26T11:45:13Z,"detected='Lujo Hotel Bodrum' vs expected='Lujo Hotel Bodrum' (card near-text was 'Lujo Hotel Bodrum otelini yeni sekmede aç', 33 candidates on page) -> score=95",,95,Lujo Hotel Bodrum
BOD109,Oscar Seaside Hotel & Spa,Güvercinlik,google_travel,https://www.google.com/travel/hotels/entity/ChoIh_eat86k7YyVARoNL2cvMTFzdHliZmJoXxAB?q=Oscar%20Seaside%20Hotel%20%26%20Spa%20G%C3%BCvercinlik%20Bodrum&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ&ved=2ahUKEwiJlceMnL6WAxU8ekECHYoME5MQvukIegQIAxAC,verified_direct,2026-08-26T11:45:29Z,"detected='Oscar Seaside Hotel & Spa' vs expected='Oscar Seaside Hotel & Spa' (card near-text was 'Oscar Seaside Hotel & Spa otelini yeni sekmede aç', 37 candidates on page) -> score=95",,95,Oscar Seaside Hotel & Spa
BOD110,Titanic Luxury Collection Bodrum,Güvercinlik,google_travel,,review_required,2026-08-26T11:45:43Z,"detected='Titanic Luxury Collection Bodrum · 399 sonuç' vs expected='Titanic Luxury Collection Bodrum' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=83",,83,Titanic Luxury Collection Bodrum · 399 sonuç
